"alpha"	"tile size"	"iterations"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
"0.05"	100	1500	"259089_at"	"264180_at"	"261375_at"	"251590_at"	"248073_at"	"260355_at"	"262697_at"	"255956_at"	"257579_at"	"257051_at"	"266319_s_at"	"250154_at"	"252612_at"	"261068_at"	"258645_s_at"	"249497_at"	"260921_at"	"259189_at"	"252896_at"	"256743_at"	"263092_at"	"258962_at"	"262122_at"	"251258_at"	"258312_at"	"255644_at"	"265261_at"	"245571_at"	"251223_at"	"254201_at"	"256581_at"	"248496_at"	"245783_s_at"	"252586_at"	"254956_at"	"246815_at"	"255450_at"	"267528_at"	"259526_at"	"257823_at"	"250610_at"	"247884_at"	"249939_at"	"257021_at"	"252063_at"	"261222_at"	"260038_at"	"245488_at"	"254203_at"	"245970_at"	"258278_at"	"247512_at"	"257220_at"	"248942_at"	"245982_at"
"0.05"	100	2000	"261375_at"	"267528_at"	"263092_at"	"259549_at"	"249005_at"	"252896_at"	"249939_at"	"259089_at"	"259133_at"	"265007_s_at"	"248368_at"	"257129_at"	"258645_s_at"	"245571_at"	"265441_at"	"258962_at"	"251258_at"	"255450_at"	"252063_at"	"254028_s_at"	"258392_at"	"256584_at"	"266750_s_at"	"254391_at"	"253880_at"	"251555_at"	"259269_at"	"251979_at"	"257051_at"	"254574_at"	"256597_at"	"264907_at"	"249709_at"	"265261_at"	"254189_at"	"252612_at"	"245891_at"	"249614_at"	"259632_at"	"258338_at"	"264777_at"	"245465_at"	"249761_at"	"256581_at"	"257579_at"	"259266_at"	"259189_at"	"247718_at"	"255644_at"	"261222_at"	"262122_at"	"254959_at"	"254956_at"	"259574_at"	"264066_at"
"0.05"	250	20	"259089_at"	"265441_at"	"248496_at"	"261375_at"	"249939_at"	"255644_at"	"245842_at"	"263092_at"	"256259_at"	"257051_at"	"257089_at"	"246380_at"	"261575_at"	"249005_at"	"260355_at"	"267528_at"	"264180_at"	"255448_at"	"245571_at"	"264907_at"	"251979_at"	"253108_at"	"260806_at"	"254227_at"	"255906_at"	"256297_at"	"264137_at"	"253987_at"	"251560_at"	"261137_at"	"262680_at"	"248111_at"	"255609_s_at"	"259802_at"	"249614_at"	"254574_at"	"264444_at"	"248227_at"	"261514_at"	"251232_at"	"267460_at"	"264016_at"	"256418_at"	"264752_at"	"264170_at"	"250636_at"	"266652_at"	"247469_at"	"264489_at"	"258299_at"	"251555_at"	"252063_at"	"257402_at"	"263546_at"	"257129_at"
"0.05"	250	50	"259089_at"	"265441_at"	"261375_at"	"248496_at"	"255644_at"	"249939_at"	"263092_at"	"256259_at"	"249005_at"	"245842_at"	"255448_at"	"257051_at"	"257089_at"	"251979_at"	"246380_at"	"254227_at"	"267528_at"	"264180_at"	"260806_at"	"264907_at"	"253108_at"	"255906_at"	"251560_at"	"264489_at"	"257130_at"	"248111_at"	"251229_at"	"260355_at"	"264137_at"	"256418_at"	"251555_at"	"264444_at"	"259802_at"	"249614_at"	"262680_at"	"261575_at"	"255609_s_at"	"245571_at"	"248227_at"	"252063_at"	"253987_at"	"247447_at"	"258321_at"	"267460_at"	"257129_at"	"247469_at"	"254574_at"	"262697_at"	"264016_at"	"263546_at"	"257402_at"	"250636_at"	"261514_at"	"254175_at"	"264752_at"
"0.05"	250	100	"259133_at"	"254574_at"	"256381_at"	"259089_at"	"248924_at"	"245571_at"	"264752_at"	"250499_at"	"253880_at"	"258392_at"	"251524_at"	"260178_at"	"264525_at"	"245982_at"	"252896_at"	"246967_at"	"257051_at"	"262122_at"	"263386_at"	"255448_at"	"260038_at"	"254494_at"	"263363_at"	"254777_at"	"254201_at"	"264348_at"	"250637_at"	"256584_at"	"248926_at"	"257089_at"	"260876_at"	"257679_at"	"249536_at"	"264180_at"	"261375_at"	"254001_at"	"264907_at"	"262760_at"	"257986_at"	"261068_at"	"259809_at"	"249429_at"	"253309_at"	"251590_at"	"255768_at"	"266592_at"	"255014_at"	"263738_at"	"249408_at"	"254629_at"	"265042_at"	"267295_at"	"251979_at"	"253394_at"	"252612_at"
"0.05"	250	250	"265441_at"	"257051_at"	"249761_at"	"259089_at"	"259042_at"	"259133_at"	"255609_s_at"	"252896_at"	"264180_at"	"258645_s_at"	"254189_at"	"267431_at"	"251457_s_at"	"264610_at"	"248496_at"	"245571_at"	"261375_at"	"254041_at"	"264137_at"	"254028_s_at"	"267528_at"	"251258_at"	"264830_at"	"259802_at"	"249939_at"	"250610_at"	"266750_s_at"	"246602_at"	"247718_at"	"253226_at"	"245465_at"	"250174_at"	"248926_at"	"262122_at"	"259549_at"	"265007_s_at"	"263092_at"	"257823_at"	"246025_at"	"247512_at"	"255014_at"	"258962_at"	"250606_s_at"	"254574_at"	"246380_at"	"264525_at"	"246601_at"	"254201_at"	"248368_at"	"257220_at"	"265042_at"	"248763_at"	"259574_at"	"264444_at"	"255768_at"
"0.05"	250	500	"254391_at"	"245842_at"	"249939_at"	"266750_s_at"	"265441_at"	"249005_at"	"267528_at"	"256597_at"	"264180_at"	"253309_at"	"258962_at"	"259089_at"	"249761_at"	"255644_at"	"262680_at"	"251979_at"	"261375_at"	"265127_at"	"249614_at"	"261068_at"	"252896_at"	"265007_s_at"	"256381_at"	"258645_s_at"	"256584_at"	"260921_at"	"251457_s_at"	"256581_at"	"248496_at"	"259632_at"	"257129_at"	"260876_at"	"255768_at"	"266764_at"	"264830_at"	"257823_at"	"256966_at"	"257089_at"	"246380_at"	"259549_at"	"254862_at"	"260355_at"	"249497_at"	"264610_at"	"259574_at"	"262122_at"	"264525_at"	"265261_at"	"257051_at"	"255450_at"	"267144_at"	"265042_at"	"250071_at"	"252612_at"	"263092_at"
"0.05"	250	1000	"259089_at"	"249939_at"	"264180_at"	"257051_at"	"255644_at"	"265441_at"	"267528_at"	"266764_at"	"251979_at"	"251590_at"	"257129_at"	"263092_at"	"245571_at"	"250606_s_at"	"266750_s_at"	"265007_s_at"	"258962_at"	"245946_at"	"248368_at"	"252896_at"	"245842_at"	"265261_at"	"261375_at"	"262122_at"	"259133_at"	"254391_at"	"255768_at"	"249614_at"	"248104_at"	"254201_at"	"253309_at"	"251258_at"	"250610_at"	"254574_at"	"246602_at"	"255014_at"	"257021_at"	"256966_at"	"249497_at"	"249005_at"	"257579_at"	"256597_at"	"252063_at"	"246601_at"	"250174_at"	"264489_at"	"256780_at"	"264137_at"	"267144_at"	"264066_at"	"266319_s_at"	"259802_at"	"257823_at"	"256584_at"	"259269_at"
"0.05"	250	1500	"264180_at"	"261375_at"	"259089_at"	"255644_at"	"249005_at"	"257051_at"	"245842_at"	"265261_at"	"267528_at"	"249939_at"	"256966_at"	"251457_s_at"	"257129_at"	"255768_at"	"254574_at"	"265007_s_at"	"265441_at"	"266764_at"	"249614_at"	"253309_at"	"257579_at"	"262122_at"	"255450_at"	"245571_at"	"262680_at"	"259042_at"	"249761_at"	"263092_at"	"254391_at"	"248496_at"	"252612_at"	"254201_at"	"259549_at"	"256597_at"	"266750_s_at"	"259133_at"	"250610_at"	"251590_at"	"252896_at"	"264525_at"	"265672_at"	"251979_at"	"263988_at"	"265127_at"	"256743_at"	"258645_s_at"	"258962_at"	"256581_at"	"267144_at"	"256588_at"	"267460_at"	"254028_s_at"	"252063_at"	"259269_at"	"261068_at"
"0.05"	250	2000	"267528_at"	"264180_at"	"255644_at"	"259089_at"	"257051_at"	"245571_at"	"266750_s_at"	"261375_at"	"252896_at"	"249005_at"	"249939_at"	"245842_at"	"253309_at"	"254574_at"	"265441_at"	"265261_at"	"256597_at"	"255768_at"	"259133_at"	"254201_at"	"263092_at"	"264137_at"	"251979_at"	"256966_at"	"266764_at"	"262122_at"	"254391_at"	"249761_at"	"259042_at"	"249614_at"	"258645_s_at"	"264299_s_at"	"252612_at"	"255450_at"	"248496_at"	"251590_at"	"266319_s_at"	"257579_at"	"248368_at"	"265007_s_at"	"259549_at"	"267144_at"	"250174_at"	"256381_at"	"255609_s_at"	"259632_at"	"257823_at"	"257129_at"	"252063_at"	"265127_at"	"246380_at"	"264830_at"	"262680_at"	"256584_at"	"264057_at"
"0.05"	500	20	"248496_at"	"259089_at"	"261375_at"	"265441_at"	"249939_at"	"255644_at"	"245842_at"	"263092_at"	"256259_at"	"255448_at"	"264907_at"	"257051_at"	"267528_at"	"260355_at"	"261575_at"	"264489_at"	"255609_s_at"	"249005_at"	"246380_at"	"249614_at"	"267460_at"	"248227_at"	"262680_at"	"264444_at"	"245571_at"	"257089_at"	"264752_at"	"250636_at"	"248111_at"	"264180_at"	"259802_at"	"253108_at"	"247469_at"	"247447_at"	"261514_at"	"251979_at"	"263546_at"	"254574_at"	"246250_at"	"256418_at"	"264830_at"	"265261_at"	"257129_at"	"250491_at"	"264016_at"	"248368_at"	"253987_at"	"255777_at"	"257402_at"	"247956_at"	"258506_at"	"254494_at"	"257130_at"	"266652_at"	"257034_at"
"0.05"	500	50	"259089_at"	"265441_at"	"248496_at"	"261375_at"	"255644_at"	"249939_at"	"245842_at"	"255448_at"	"263092_at"	"256259_at"	"264907_at"	"257051_at"	"249005_at"	"267528_at"	"257089_at"	"260355_at"	"249614_at"	"251979_at"	"248227_at"	"255609_s_at"	"262680_at"	"247469_at"	"247447_at"	"246380_at"	"254574_at"	"267460_at"	"264180_at"	"264489_at"	"264444_at"	"261575_at"	"259802_at"	"257402_at"	"253108_at"	"264752_at"	"257130_at"	"255906_at"	"254175_at"	"248111_at"	"246250_at"	"264016_at"	"245571_at"	"264830_at"	"263546_at"	"250491_at"	"261514_at"	"250636_at"	"260806_at"	"257504_at"	"254227_at"	"263738_at"	"257129_at"	"258506_at"	"251560_at"	"253987_at"	"247956_at"
"0.05"	500	100	"255644_at"	"257051_at"	"266750_s_at"	"267528_at"	"245571_at"	"263092_at"	"264180_at"	"259133_at"	"259042_at"	"267144_at"	"245842_at"	"254862_at"	"248496_at"	"246601_at"	"261375_at"	"262122_at"	"248368_at"	"259574_at"	"251979_at"	"262697_at"	"254201_at"	"249939_at"	"264525_at"	"253309_at"	"257089_at"	"259089_at"	"267460_at"	"264830_at"	"248593_at"	"254956_at"	"254574_at"	"250606_s_at"	"265672_at"	"250558_at"	"265042_at"	"245783_s_at"	"262680_at"	"252896_at"	"265355_at"	"256743_at"	"255014_at"	"252612_at"	"248073_at"	"260355_at"	"256597_at"	"249005_at"	"256381_at"	"255609_s_at"	"265127_at"	"266319_s_at"	"254777_at"	"252495_at"	"255448_at"	"249497_at"	"251590_at"
"0.05"	500	250	"252896_at"	"265441_at"	"259089_at"	"249939_at"	"267528_at"	"245842_at"	"251979_at"	"248496_at"	"264180_at"	"258645_s_at"	"267144_at"	"255644_at"	"254201_at"	"256597_at"	"266750_s_at"	"259133_at"	"266319_s_at"	"245571_at"	"261375_at"	"256966_at"	"259549_at"	"255609_s_at"	"262122_at"	"248104_at"	"257089_at"	"257051_at"	"252612_at"	"254391_at"	"246602_at"	"254956_at"	"251590_at"	"264444_at"	"255768_at"	"257021_at"	"247718_at"	"245946_at"	"249761_at"	"265127_at"	"264016_at"	"253309_at"	"246380_at"	"257129_at"	"258962_at"	"255448_at"	"256743_at"	"261068_at"	"264137_at"	"254574_at"	"257579_at"	"265042_at"	"267431_at"	"266764_at"	"253880_at"	"248111_at"	"264610_at"
"0.05"	500	500	"259089_at"	"267528_at"	"262122_at"	"251979_at"	"249939_at"	"257051_at"	"249614_at"	"264180_at"	"245842_at"	"245571_at"	"248496_at"	"253309_at"	"255644_at"	"249761_at"	"261375_at"	"256597_at"	"254201_at"	"252896_at"	"246602_at"	"265007_s_at"	"264137_at"	"254574_at"	"258962_at"	"248104_at"	"251590_at"	"254391_at"	"264525_at"	"265261_at"	"249005_at"	"266764_at"	"257579_at"	"265441_at"	"256743_at"	"259133_at"	"259549_at"	"266750_s_at"	"252612_at"	"265127_at"	"257129_at"	"254777_at"	"248368_at"	"258645_s_at"	"251524_at"	"248593_at"	"245465_at"	"259042_at"	"251457_s_at"	"260355_at"	"257021_at"	"261068_at"	"259269_at"	"263988_at"	"246601_at"	"256966_at"	"257089_at"
"0.05"	500	1000	"255644_at"	"264180_at"	"257051_at"	"265441_at"	"249939_at"	"261375_at"	"267528_at"	"259089_at"	"265007_s_at"	"245571_at"	"245842_at"	"258645_s_at"	"251979_at"	"249614_at"	"254574_at"	"249005_at"	"252896_at"	"255768_at"	"259133_at"	"266750_s_at"	"265261_at"	"256597_at"	"254391_at"	"263092_at"	"253309_at"	"258962_at"	"254201_at"	"262680_at"	"259042_at"	"262122_at"	"248496_at"	"252612_at"	"255609_s_at"	"257089_at"	"265127_at"	"248368_at"	"256966_at"	"257021_at"	"264057_at"	"257579_at"	"249761_at"	"251590_at"	"264525_at"	"254862_at"	"254956_at"	"256584_at"	"259549_at"	"257129_at"	"260921_at"	"256743_at"	"266319_s_at"	"251258_at"	"267144_at"	"251457_s_at"	"264052_at"
"0.05"	500	1500	"259089_at"	"255644_at"	"245842_at"	"265441_at"	"245571_at"	"257051_at"	"261375_at"	"267528_at"	"251979_at"	"264180_at"	"249939_at"	"254201_at"	"252896_at"	"265261_at"	"262122_at"	"249005_at"	"249614_at"	"248368_at"	"255768_at"	"254391_at"	"263092_at"	"256597_at"	"256966_at"	"253309_at"	"259042_at"	"265007_s_at"	"264525_at"	"258962_at"	"248496_at"	"254574_at"	"262680_at"	"266750_s_at"	"257129_at"	"249761_at"	"246601_at"	"259133_at"	"251590_at"	"260876_at"	"258645_s_at"	"246380_at"	"257089_at"	"266319_s_at"	"265127_at"	"255609_s_at"	"250606_s_at"	"264830_at"	"257579_at"	"252612_at"	"254862_at"	"261068_at"	"246602_at"	"254956_at"	"259549_at"	"251457_s_at"	"248104_at"
"0.05"	500	2000	"259089_at"	"245842_at"	"255644_at"	"251979_at"	"245571_at"	"249939_at"	"265441_at"	"261375_at"	"264180_at"	"267528_at"	"254391_at"	"259042_at"	"257051_at"	"254201_at"	"252896_at"	"248496_at"	"263092_at"	"256597_at"	"266750_s_at"	"249761_at"	"265007_s_at"	"253309_at"	"265261_at"	"249614_at"	"255768_at"	"266764_at"	"252612_at"	"254574_at"	"262122_at"	"248368_at"	"257579_at"	"251590_at"	"262680_at"	"249005_at"	"251457_s_at"	"258645_s_at"	"258962_at"	"256966_at"	"255609_s_at"	"257129_at"	"257089_at"	"254862_at"	"264525_at"	"248104_at"	"246601_at"	"259133_at"	"265127_at"	"257021_at"	"259632_at"	"264057_at"	"246602_at"	"250610_at"	"254956_at"	"248926_at"	"267144_at"
"0.05"	750	20	"259089_at"	"248496_at"	"265441_at"	"255644_at"	"261375_at"	"249939_at"	"255448_at"	"267528_at"	"256259_at"	"245842_at"	"260355_at"	"263092_at"	"248227_at"	"255609_s_at"	"249614_at"	"262680_at"	"249005_at"	"264180_at"	"264752_at"	"264907_at"	"251979_at"	"261575_at"	"257051_at"	"253108_at"	"254574_at"	"247469_at"	"259802_at"	"262987_at"	"264444_at"	"247447_at"	"254175_at"	"246380_at"	"265261_at"	"257034_at"	"264489_at"	"264019_at"	"257089_at"	"250636_at"	"261514_at"	"248111_at"	"263546_at"	"255906_at"	"258506_at"	"257504_at"	"257402_at"	"245571_at"	"266652_at"	"257130_at"	"264016_at"	"264396_at"	"267460_at"	"250491_at"	"263738_at"	"257129_at"	"256597_at"
"0.05"	750	50	"259089_at"	"248496_at"	"265441_at"	"261375_at"	"255644_at"	"245842_at"	"249939_at"	"255448_at"	"256259_at"	"263092_at"	"267528_at"	"255609_s_at"	"249614_at"	"260355_at"	"262680_at"	"249005_at"	"257051_at"	"248227_at"	"264907_at"	"253108_at"	"251979_at"	"261575_at"	"264489_at"	"264752_at"	"245571_at"	"247469_at"	"259802_at"	"250636_at"	"247447_at"	"257089_at"	"254574_at"	"246380_at"	"261514_at"	"264444_at"	"248111_at"	"264180_at"	"267460_at"	"257129_at"	"257402_at"	"257034_at"	"255906_at"	"264016_at"	"250491_at"	"254175_at"	"256597_at"	"265261_at"	"263546_at"	"262697_at"	"257504_at"	"247956_at"	"258506_at"	"246250_at"	"256418_at"	"266652_at"	"263738_at"
"0.05"	750	100	"255644_at"	"264180_at"	"263092_at"	"245571_at"	"248368_at"	"261375_at"	"245842_at"	"251590_at"	"267528_at"	"265441_at"	"252896_at"	"259089_at"	"266750_s_at"	"254574_at"	"253309_at"	"249939_at"	"246380_at"	"254201_at"	"258962_at"	"257579_at"	"262122_at"	"248593_at"	"256966_at"	"248496_at"	"255609_s_at"	"249614_at"	"251979_at"	"245465_at"	"250606_s_at"	"249761_at"	"250598_at"	"251457_s_at"	"254956_at"	"264057_at"	"256584_at"	"260876_at"	"257021_at"	"262680_at"	"254391_at"	"263738_at"	"255768_at"	"257051_at"	"264830_at"	"265007_s_at"	"259042_at"	"251555_at"	"249005_at"	"256743_at"	"259574_at"	"258237_at"	"253880_at"	"258645_s_at"	"248926_at"	"257089_at"	"251986_at"
"0.05"	750	250	"255644_at"	"259089_at"	"265441_at"	"245571_at"	"267528_at"	"245842_at"	"251979_at"	"264180_at"	"249939_at"	"253309_at"	"265261_at"	"255609_s_at"	"265007_s_at"	"257051_at"	"254201_at"	"249614_at"	"261375_at"	"266750_s_at"	"248496_at"	"259042_at"	"262122_at"	"254862_at"	"265127_at"	"256597_at"	"249005_at"	"264057_at"	"264525_at"	"251457_s_at"	"255768_at"	"257089_at"	"256966_at"	"252896_at"	"262680_at"	"266319_s_at"	"252612_at"	"257021_at"	"259549_at"	"250606_s_at"	"248104_at"	"248368_at"	"254574_at"	"259574_at"	"254391_at"	"263988_at"	"265042_at"	"255448_at"	"249761_at"	"264066_at"	"247657_at"	"265672_at"	"245465_at"	"251590_at"	"263092_at"	"246602_at"	"254001_at"
"0.05"	750	500	"259089_at"	"267528_at"	"265441_at"	"248496_at"	"255644_at"	"251979_at"	"249939_at"	"245571_at"	"245842_at"	"248368_at"	"256597_at"	"253309_at"	"252896_at"	"265007_s_at"	"249614_at"	"263092_at"	"265261_at"	"255609_s_at"	"254391_at"	"261375_at"	"257051_at"	"254201_at"	"264180_at"	"262122_at"	"257579_at"	"254574_at"	"266750_s_at"	"259042_at"	"258645_s_at"	"255768_at"	"256966_at"	"257089_at"	"262680_at"	"264057_at"	"246601_at"	"257129_at"	"254862_at"	"256743_at"	"251457_s_at"	"252612_at"	"265127_at"	"264137_at"	"246602_at"	"249005_at"	"249761_at"	"250610_at"	"248926_at"	"247657_at"	"264525_at"	"261068_at"	"265042_at"	"250606_s_at"	"266764_at"	"257021_at"	"254777_at"
"0.05"	750	1000	"255644_at"	"259089_at"	"249939_at"	"245571_at"	"267528_at"	"245842_at"	"265441_at"	"264180_at"	"261375_at"	"252896_at"	"248496_at"	"265007_s_at"	"257051_at"	"266750_s_at"	"254201_at"	"251979_at"	"265261_at"	"255768_at"	"256597_at"	"258645_s_at"	"254391_at"	"255609_s_at"	"253309_at"	"262122_at"	"249614_at"	"263092_at"	"264525_at"	"249005_at"	"259133_at"	"248368_at"	"259042_at"	"254574_at"	"262680_at"	"251457_s_at"	"252612_at"	"256966_at"	"254862_at"	"255448_at"	"264137_at"	"257579_at"	"257129_at"	"249761_at"	"264057_at"	"256259_at"	"265672_at"	"254956_at"	"246601_at"	"260355_at"	"258962_at"	"248104_at"	"267431_at"	"265042_at"	"251590_at"	"246602_at"	"256743_at"
"0.05"	750	1500	"259089_at"	"255644_at"	"267528_at"	"249939_at"	"265441_at"	"245842_at"	"245571_at"	"264180_at"	"251979_at"	"261375_at"	"254201_at"	"248496_at"	"252896_at"	"257051_at"	"266750_s_at"	"253309_at"	"265261_at"	"254391_at"	"256597_at"	"255609_s_at"	"265007_s_at"	"254956_at"	"258645_s_at"	"262680_at"	"255768_at"	"259042_at"	"254574_at"	"257579_at"	"248368_at"	"249614_at"	"249005_at"	"263092_at"	"254862_at"	"259133_at"	"256743_at"	"262122_at"	"255014_at"	"256966_at"	"265672_at"	"267431_at"	"258962_at"	"254777_at"	"265042_at"	"249761_at"	"248104_at"	"257089_at"	"264525_at"	"258639_at"	"246601_at"	"257021_at"	"250606_s_at"	"262913_at"	"252612_at"	"248111_at"	"254189_at"
"0.05"	750	2000	"259089_at"	"255644_at"	"245571_at"	"267528_at"	"245842_at"	"265441_at"	"249939_at"	"264180_at"	"251979_at"	"257051_at"	"259042_at"	"252896_at"	"266750_s_at"	"261375_at"	"254201_at"	"248496_at"	"254391_at"	"256597_at"	"254574_at"	"258645_s_at"	"265261_at"	"265007_s_at"	"249614_at"	"262680_at"	"255609_s_at"	"255768_at"	"258962_at"	"253309_at"	"257089_at"	"248368_at"	"263092_at"	"259133_at"	"256966_at"	"264525_at"	"257129_at"	"262122_at"	"249005_at"	"248104_at"	"257579_at"	"254862_at"	"246601_at"	"265127_at"	"265672_at"	"252612_at"	"248926_at"	"261068_at"	"264057_at"	"249761_at"	"259549_at"	"257021_at"	"256743_at"	"264137_at"	"254777_at"	"248111_at"	"251590_at"
"0.05"	1000	20	"259089_at"	"248496_at"	"265441_at"	"261375_at"	"255644_at"	"249939_at"	"255609_s_at"	"260355_at"	"264907_at"	"249614_at"	"253108_at"	"262680_at"	"247469_at"	"248227_at"	"245842_at"	"256259_at"	"263092_at"	"255448_at"	"264752_at"	"267528_at"	"257051_at"	"264180_at"	"264444_at"	"251979_at"	"249005_at"	"257129_at"	"261575_at"	"248111_at"	"257034_at"	"257089_at"	"259802_at"	"247447_at"	"264489_at"	"245571_at"	"263738_at"	"250491_at"	"254175_at"	"254494_at"	"257504_at"	"247956_at"	"246380_at"	"267460_at"	"258506_at"	"264016_at"	"265261_at"	"246250_at"	"256418_at"	"248368_at"	"256597_at"	"261514_at"	"254203_at"	"263546_at"	"256116_at"	"254234_at"	"264137_at"
"0.05"	1000	50	"259089_at"	"248496_at"	"265441_at"	"261375_at"	"255644_at"	"249939_at"	"255448_at"	"245842_at"	"267528_at"	"249614_at"	"260355_at"	"248227_at"	"255609_s_at"	"262680_at"	"263092_at"	"264907_at"	"256259_at"	"247469_at"	"257051_at"	"264444_at"	"247447_at"	"249005_at"	"261575_at"	"259802_at"	"261514_at"	"245571_at"	"251979_at"	"264752_at"	"264489_at"	"257504_at"	"254574_at"	"250636_at"	"248111_at"	"253108_at"	"247956_at"	"256597_at"	"257129_at"	"265261_at"	"263738_at"	"250491_at"	"246380_at"	"246250_at"	"263546_at"	"267460_at"	"264137_at"	"248368_at"	"257034_at"	"264180_at"	"254175_at"	"257089_at"	"256116_at"	"258506_at"	"266738_at"	"255906_at"	"264016_at"
"0.05"	1000	100	"255644_at"	"245571_at"	"259089_at"	"267528_at"	"249939_at"	"255768_at"	"259042_at"	"267460_at"	"245842_at"	"264180_at"	"254201_at"	"265007_s_at"	"254574_at"	"265441_at"	"266750_s_at"	"248496_at"	"255448_at"	"251979_at"	"246601_at"	"264525_at"	"257089_at"	"256743_at"	"264830_at"	"266319_s_at"	"256597_at"	"248227_at"	"250154_at"	"255609_s_at"	"248368_at"	"254234_at"	"264137_at"	"265261_at"	"249761_at"	"262680_at"	"262122_at"	"256780_at"	"264057_at"	"258645_s_at"	"253309_at"	"246602_at"	"261375_at"	"265042_at"	"254391_at"	"259549_at"	"255345_at"	"257579_at"	"263306_at"	"248104_at"	"248926_at"	"259802_at"	"249614_at"	"259133_at"	"263092_at"	"252896_at"	"262913_at"
"0.05"	1000	250	"259089_at"	"267528_at"	"255644_at"	"265441_at"	"251979_at"	"249939_at"	"248496_at"	"245842_at"	"245571_at"	"257051_at"	"255768_at"	"261375_at"	"254201_at"	"256597_at"	"264180_at"	"259042_at"	"266750_s_at"	"248368_at"	"265672_at"	"252896_at"	"249614_at"	"257089_at"	"253309_at"	"256966_at"	"255609_s_at"	"265007_s_at"	"265261_at"	"253108_at"	"246601_at"	"264057_at"	"258645_s_at"	"262122_at"	"264525_at"	"262680_at"	"254574_at"	"258962_at"	"259133_at"	"249005_at"	"254189_at"	"263988_at"	"254391_at"	"266764_at"	"265042_at"	"252612_at"	"245783_s_at"	"254956_at"	"260876_at"	"257129_at"	"245982_at"	"257579_at"	"264137_at"	"256239_at"	"265531_at"	"264907_at"	"249761_at"
"0.05"	1000	500	"259089_at"	"267528_at"	"245571_at"	"255644_at"	"245842_at"	"265441_at"	"264180_at"	"249939_at"	"254201_at"	"261375_at"	"265007_s_at"	"265261_at"	"254574_at"	"257051_at"	"248496_at"	"256597_at"	"251979_at"	"266750_s_at"	"248368_at"	"252896_at"	"259042_at"	"262122_at"	"255609_s_at"	"253309_at"	"255768_at"	"265672_at"	"257089_at"	"254391_at"	"257021_at"	"264057_at"	"249614_at"	"254956_at"	"264907_at"	"256743_at"	"257579_at"	"265042_at"	"258645_s_at"	"256966_at"	"248104_at"	"264525_at"	"252612_at"	"248111_at"	"249005_at"	"254189_at"	"262680_at"	"254862_at"	"256780_at"	"255014_at"	"258962_at"	"251457_s_at"	"248926_at"	"246601_at"	"260876_at"	"263092_at"	"247657_at"
"0.05"	1000	1000	"259089_at"	"255644_at"	"267528_at"	"249939_at"	"265441_at"	"245571_at"	"248496_at"	"245842_at"	"254201_at"	"266750_s_at"	"264180_at"	"251979_at"	"256597_at"	"254391_at"	"252896_at"	"261375_at"	"259042_at"	"265007_s_at"	"265261_at"	"249614_at"	"257051_at"	"255768_at"	"254956_at"	"262680_at"	"254574_at"	"255609_s_at"	"248368_at"	"257579_at"	"264525_at"	"256966_at"	"257089_at"	"262122_at"	"253309_at"	"259133_at"	"258645_s_at"	"265672_at"	"258962_at"	"263092_at"	"256743_at"	"267431_at"	"265042_at"	"257129_at"	"253108_at"	"264057_at"	"266319_s_at"	"248111_at"	"251457_s_at"	"249005_at"	"263738_at"	"259549_at"	"250606_s_at"	"246601_at"	"252612_at"	"254862_at"	"246602_at"
"0.05"	1000	1500	"259089_at"	"255644_at"	"245571_at"	"249939_at"	"265441_at"	"245842_at"	"267528_at"	"248496_at"	"251979_at"	"264180_at"	"253309_at"	"254201_at"	"261375_at"	"266750_s_at"	"265007_s_at"	"248368_at"	"265261_at"	"252896_at"	"256597_at"	"249614_at"	"257051_at"	"259042_at"	"254391_at"	"255609_s_at"	"262122_at"	"255768_at"	"262680_at"	"258645_s_at"	"255448_at"	"259133_at"	"256966_at"	"254574_at"	"254956_at"	"264057_at"	"257579_at"	"264525_at"	"265672_at"	"263092_at"	"256743_at"	"248111_at"	"265042_at"	"267431_at"	"257129_at"	"249005_at"	"259549_at"	"257089_at"	"249761_at"	"252612_at"	"254862_at"	"250606_s_at"	"256259_at"	"258962_at"	"255014_at"	"251457_s_at"	"266319_s_at"
"0.05"	1000	2000	"255644_at"	"259089_at"	"267528_at"	"245842_at"	"265441_at"	"249939_at"	"264180_at"	"254201_at"	"245571_at"	"248496_at"	"265007_s_at"	"251979_at"	"261375_at"	"256597_at"	"266750_s_at"	"265261_at"	"257051_at"	"253309_at"	"259042_at"	"252896_at"	"254391_at"	"249614_at"	"255768_at"	"255609_s_at"	"262122_at"	"254574_at"	"258645_s_at"	"248368_at"	"262680_at"	"257129_at"	"254956_at"	"259133_at"	"257089_at"	"264525_at"	"256966_at"	"254862_at"	"265042_at"	"251457_s_at"	"258962_at"	"257579_at"	"256743_at"	"267431_at"	"249005_at"	"264057_at"	"246601_at"	"267144_at"	"263092_at"	"256259_at"	"253108_at"	"252612_at"	"248926_at"	"255448_at"	"250606_s_at"	"248111_at"	"246602_at"
